date,price
2000-03-13,95.96341012246765
2000-03-14,95.41302327050337
2000-03-15,95.02845707616413
2000-03-16,95.08110765508198
2000-03-17,95.1888622045618
2000-03-18,95.22027450146525
2000-03-19,95.43746060187782
2000-03-20,94.76041104665498
2000-03-21,94.85646771816238
2000-03-22,94.97562625225846
2000-03-23,95.35560871021053
2000-03-24,95.6038178151091
2000-03-25,95.44657550007207
2000-03-26,94.70221571337535
2000-03-27,94.73486694701218
2000-03-28,94.9724678792221
2000-03-29,95.03046358240313
2000-03-30,95.06935570893951
2000-03-31,96.6716189801151
2000-04-01,96.74863952959537
2000-04-02,96.25088358084435
2000-04-03,96.59264671781425
2000-04-04,96.52524489909024
2000-04-05,96.65081127136044
2000-04-06,97.7462191265414
2000-04-07,97.55906798781034
2000-04-08,102.5239929131063
2000-04-09,101.56197443757718
2000-04-10,100.98664005902369
2000-04-11,101.03483445085149
2000-04-12,102.32340199723042
2000-04-13,102.51184196950098
2000-04-14,102.53405128827842
2000-04-15,102.84729298535875
2000-04-16,103.69067817912621
2000-04-17,103.95806451709973
2000-04-18,104.05619291820936
2000-04-19,104.29758073722948
2000-04-20,104.72751151757879
2000-04-21,104.92928660285466
2000-04-22,104.6563543985616
2000-04-23,104.71353003265322
2000-04-24,105.19115394582532
2000-04-25,105.6778789703162
2000-04-26,105.74604637818308
2000-04-27,105.75480737324744
2000-04-28,106.04928773961704
2000-04-29,106.02015942162149
2000-04-30,106.62364374872533
2000-05-01,106.2558444771511
2000-05-02,106.5140710910303
2000-05-03,106.30549009043592
2000-05-04,106.46362365242463
2000-05-05,106.57696693728656
2000-05-06,106.74142614169193
2000-05-07,105.75300153925883
2000-05-08,105.58279192242779
2000-05-09,105.66002520229027
2000-05-10,105.5442997335496
2000-05-11,105.71254050907378
2000-05-12,105.89537851470112
2000-05-13,106.20038876957898
2000-05-14,106.22016298510815
2000-05-15,106.27015363966188
2000-05-16,107.03716908129717
2000-05-17,108.1531303563698
2000-05-18,108.12081997967059
2000-05-19,107.71175150091197
2000-05-20,108.6056827849369
2000-05-21,108.68511927139026
2000-05-22,108.85264525357454
2000-05-23,108.54330624641011
2000-05-24,108.51131881542295
2000-05-25,108.06166257197935
2000-05-26,108.16015778697268
2000-05-27,107.38624234435031
2000-05-28,107.47779258088276
2000-05-29,107.47980233342022
2000-05-30,107.24121919993934
2000-05-31,107.28076891031478
2000-06-01,107.54330684501765
2000-06-02,107.71400633326753
2000-06-03,107.74245005208347
2000-06-04,108.22828281028754
2000-06-05,107.7907603044104
2000-06-06,107.95869646746921
2000-06-07,107.76787955128628
2000-06-08,108.6544651615311
2000-06-09,109.02107089168062
2000-06-10,109.60192021647974
2000-06-11,109.95298661962214
2000-06-12,109.262225427858
2000-06-13,109.26006496676047
2000-06-14,108.84247768777652
2000-06-15,108.47136887888055
2000-06-16,108.45297612717081
2000-06-17,108.24498363607162
2000-06-18,107.96574387015706
2000-06-19,107.36840611664459
2000-06-20,108.12685564866091
2000-06-21,108.26776416748807
2000-06-22,108.22010939176975
2000-06-23,107.98042585081602
2000-06-24,107.65621961812226
2000-06-25,106.97486001819267
2000-06-26,107.17713590367414
2000-06-27,106.80992151286775
2000-06-28,106.22993139526041
2000-06-29,106.15667351159104
2000-06-30,105.778127968298
2000-07-01,105.84133006271227
2000-07-02,105.83934974676356
2000-07-03,106.50752335559801
2000-07-04,106.0807859264317
2000-07-05,106.99451313168117
2000-07-06,106.5408891042174
2000-07-07,106.31782074656383
2000-07-08,106.00105266496631
2000-07-09,105.22766799279262
2000-07-10,105.09850062707058
2000-07-11,105.18135395332384
2000-07-12,105.4598958466128
2000-07-13,105.95004878408952
2000-07-14,105.73792659011202
2000-07-15,106.1981276671867
2000-07-16,106.33936384889142
2000-07-17,105.93818605541992
2000-07-18,105.69206476932398
2000-07-19,105.51052862383656
2000-07-20,105.64311806113544
2000-07-21,104.63901208450253
2000-07-22,104.8150712068447
2000-07-23,104.93245104508611
2000-07-24,105.08123946039711
2000-07-25,104.9457424637571
2000-07-26,105.00748006814493
2000-07-27,104.93092651488074
2000-07-28,103.7983707532332
2000-07-29,104.34414547013762
2000-07-30,104.47798173231773
2000-07-31,104.80602724788287
2000-08-01,104.4088846969991
2000-08-02,104.54183983236686
2000-08-03,104.60533411592709
2000-08-04,104.04531104221945
2000-08-05,104.07736124652448
2000-08-06,103.97630005791771
2000-08-07,103.82868404815677
2000-08-08,103.6329321690211
2000-08-09,103.85101851468181
2000-08-10,103.29437884143225
2000-08-11,102.8660545925577
2000-08-12,102.8993362528638
2000-08-13,102.9317426460837
2000-08-14,103.00163566301002
2000-08-15,103.47210700354745
2000-08-16,103.5386198899652
2000-08-17,103.15301447331586
2000-08-18,103.95602657603938
2000-08-19,103.886684212554
2000-08-20,104.42626478001593
2000-08-21,103.51517760593761
2000-08-22,103.40824959904621
2000-08-23,103.32860682969563
2000-08-24,103.29376159170256
2000-08-25,103.91940609648806
2000-08-26,104.13358051598773
2000-08-27,103.71693286716935
2000-08-28,103.77618764103052
2000-08-29,103.76675827122534
2000-08-30,103.82558020732205
2000-08-31,103.6904822961105
2000-09-01,103.00727805863974
2000-09-02,102.30704346497788
2000-09-03,102.13898218250814
2000-09-04,101.81216706545975
2000-09-05,101.7929195103464
2000-09-06,102.4025816284477
2000-09-07,102.07622693231035
2000-09-08,102.28148342546459
2000-09-09,102.21360267401171
2000-09-10,102.3157999353099
2000-09-11,102.00795074154306
2000-09-12,101.77537910626955
2000-09-13,102.56287508123836
2000-09-14,102.8271035436241
2000-09-15,101.74052756445009
2000-09-16,102.53577951674492
2000-09-17,102.90392586943075
2000-09-18,102.76489219248694
2000-09-19,103.41871389147204
2000-09-20,103.48738012577931
2000-09-21,103.01973514617653
2000-09-22,103.12664928905053
2000-09-23,103.72760305251927
2000-09-24,103.79906663813587
2000-09-25,103.47863520615299
2000-09-26,102.33022859977909
2000-09-27,102.20876824885825
2000-09-28,101.80533299140204
2000-09-29,102.50216847203745
2000-09-30,102.32645577427064
2000-10-01,102.35989452375559
2000-10-02,102.15476298242672
2000-10-03,101.69324505775678
2000-10-04,101.68545690010593
2000-10-05,101.02575861661008
2000-10-06,101.19797637559105
2000-10-07,100.74108561857071
2000-10-08,100.71874566644938
2000-10-09,101.09258878306902
2000-10-10,101.24038044775638
2000-10-11,101.10441880460432
2000-10-12,101.251194123396
2000-10-13,101.5380771017928
2000-10-14,101.25049637804015
2000-10-15,101.6764206351176
2000-10-16,102.0934432651515
2000-10-17,101.65200775695276
2000-10-18,101.74931387087757
2000-10-19,101.6574216030632
2000-10-20,102.15707412951247
2000-10-21,102.45002764406297
2000-10-22,102.47210933131372
2000-10-23,103.05708372551736
2000-10-24,104.03794086885576
2000-10-25,102.68349067412237
2000-10-26,102.50945598125121
2000-10-27,101.94523715007429
2000-10-28,101.93329223900332
2000-10-29,101.61357922565348
2000-10-30,102.00637502680756
2000-10-31,103.10662880023939
2000-11-01,103.16013161265931
2000-11-02,102.58630065465708
2000-11-03,102.30160373140002
2000-11-04,102.1059470770869
2000-11-05,102.7571564403506
2000-11-06,102.90424438853209
2000-11-07,103.04698585091316
2000-11-08,102.74992582503319
2000-11-09,102.48798522620268
2000-11-10,102.63346705153351
2000-11-11,102.54476069650647
2000-11-12,103.01781809528276
2000-11-13,102.83859398130805
2000-11-14,101.0530584635664
2000-11-15,100.92176920274794
2000-11-16,100.40386905962957
2000-11-17,100.55848879326588
2000-11-18,100.67707377210601
2000-11-19,100.95172322684236
2000-11-20,100.74812773293462
2000-11-21,100.68998788483381
2000-11-22,100.4757931451243
2000-11-23,100.48293377432422
2000-11-24,101.00013845327508
2000-11-25,101.17648885396544
2000-11-26,101.2485328942278
2000-11-27,101.65084237995008
2000-11-28,101.0307700309028
2000-11-29,101.11164806889373
2000-11-30,101.15629010729117
2000-12-01,100.66334895445166
2000-12-02,100.54186374291123
2000-12-03,100.51422907035521
2000-12-04,100.04042664332944
2000-12-05,99.74519456250147
2000-12-06,100.01975857497523
2000-12-07,100.26354259896078
2000-12-08,99.98807686271377
2000-12-09,99.97286005540232
2000-12-10,99.64485534572431
2000-12-11,99.35033452080519
2000-12-12,99.53392625637325
2000-12-13,99.64037471306578
2000-12-14,99.7769016286447
2000-12-15,99.8335401009864
2000-12-16,99.45671754692398
2000-12-17,99.31139070416157
2000-12-18,99.0448714506543
2000-12-19,99.42779425371243
2000-12-20,99.32745760844949
2000-12-21,98.79331272693231
2000-12-22,99.35565115669407
2000-12-23,99.00226510268162
2000-12-24,99.87508638812687
2000-12-25,99.79555470194728
2000-12-26,99.48250103037303
2000-12-27,99.08404242719325
2000-12-28,99.37636845923969
2000-12-29,99.75667042175246
2000-12-30,100.34229928761731
2000-12-31,100.60963529002056
2001-01-01,100.64089614018054
2001-01-02,101.62251674558152
2001-01-03,101.49487841404033
2001-01-04,101.20933273065684
2001-01-05,100.75113316452602
2001-01-06,100.74620640778672
2001-01-07,100.47738716841903
2001-01-08,100.49068434677675
2001-01-09,100.32057140240202
2001-01-10,100.13045869535964
2001-01-11,100.38841642692928
2001-01-12,99.5358167589933
2001-01-13,100.05808557395967
2001-01-14,100.03011203492744
2001-01-15,99.89544354708528
2001-01-16,100.33458268805069
2001-01-17,100.03058611242174
2001-01-18,99.81182757973649
2001-01-19,99.72330921953123
2001-01-20,99.33889070971007
2001-01-21,99.43513804436212
2001-01-22,99.1225848825496
2001-01-23,98.59548730888041
2001-01-24,98.83332051230367
2001-01-25,98.73832563284164
2001-01-26,98.23765817341389
2001-01-27,98.52124027069719
2001-01-28,98.75479036902945
2001-01-29,99.14167261545329
2001-01-30,99.31374876381757
2001-01-31,99.45380991656329
2001-02-01,99.43979764912352
2001-02-02,99.07833903611089
2001-02-03,98.39740602099148
2001-02-04,98.51639930041978
2001-02-05,97.09014325753688
2001-02-06,97.19227182629997
2001-02-07,96.8570960089624
2001-02-08,96.61244928650649
2001-02-09,96.68963624308456
2001-02-10,97.34925578542685
2001-02-11,97.69809850135658
2001-02-12,97.8284578885528
2001-02-13,97.28857839327945
2001-02-14,97.39584306459018
2001-02-15,97.4998312711287
2001-02-16,98.05361343337073
2001-02-17,98.30328200140059
2001-02-18,98.52920311157202
2001-02-19,99.00229754083286
2001-02-20,98.43689432142587
2001-02-21,97.71899368329957
2001-02-22,98.41997501801738
2001-02-23,97.97209586983163
2001-02-24,97.65004532403066
2001-02-25,98.43901225083995
2001-02-26,99.15523606535285
2001-02-27,98.83963759329326
2001-02-28,99.05646336279807
2001-03-01,99.39377595460115
2001-03-02,99.58199854953834
2001-03-03,99.44073404287263
2001-03-04,99.10640357564453
2001-03-05,99.42889321204137
2001-03-06,99.83687997660763
2001-03-07,99.71880735764238
2001-03-08,99.9673801963342
2001-03-09,100.04414451842474
2001-03-10,100.01804761905282
2001-03-11,99.91002380112683
2001-03-12,100.08985289448653
2001-03-13,99.92063895780552
2001-03-14,99.74249469657536
2001-03-15,99.54850428224768
2001-03-16,99.2907160463651
2001-03-17,99.3449956443277
2001-03-18,98.98288525896119
2001-03-19,99.08539950651375
2001-03-20,99.79871263835528
2001-03-21,99.35334132692923
2001-03-22,99.35232728090882
2001-03-23,99.78984194994158
2001-03-24,100.12303662101914
2001-03-25,101.03510359374697
2001-03-26,100.777160089275
2001-03-27,100.4238301826569
2001-03-28,100.65366429789258
2001-03-29,101.13862079708194
2001-03-30,100.85909385361602
2001-03-31,101.0077517495483
2001-04-01,100.79811954634638
2001-04-02,100.32281999789147
2001-04-03,100.36170324672149
2001-04-04,100.90824167370785
2001-04-05,100.55103808565657
2001-04-06,100.6193799730438
2001-04-07,100.69794600766191
2001-04-08,100.61374776666479
2001-04-09,99.89181895453495
2001-04-10,99.99317237937206
2001-04-11,99.58362571520144
2001-04-12,99.93107007986553
2001-04-13,100.09466381020586
2001-04-14,100.06478003600449
2001-04-15,100.29553253602653
2001-04-16,99.88703221948286
2001-04-17,100.22891341284854
2001-04-18,100.31751300282859
2001-04-19,100.20906811838324
2001-04-20,99.668565123287
2001-04-21,99.31793681210375
2001-04-22,99.73728423098524
2001-04-23,99.40326165956677
2001-04-24,99.35960115064061
2001-04-25,98.86404370570277
2001-04-26,99.52179581984161
2001-04-27,99.33607733157389
2001-04-28,99.2276980557551
2001-04-29,99.00052045047993
2001-04-30,99.36472951843574
2001-05-01,100.81149187576716
2001-05-02,100.75398837724609
2001-05-03,100.61087176738917
2001-05-04,99.88878359762691
2001-05-05,99.35616288270917
2001-05-06,99.45352268190847
2001-05-07,99.44571449837515
2001-05-08,99.35402183167673
2001-05-09,99.33870212504466
2001-05-10,100.19886072579891
2001-05-11,99.14509287118449
2001-05-12,99.88557196609655
2001-05-13,99.8039211741695
2001-05-14,99.60309281014867
2001-05-15,99.89006076296751
2001-05-16,99.62486250006921
2001-05-17,100.33685192628087
2001-05-18,100.42802438410621
2001-05-19,100.75897413855206
2001-05-20,100.47673706749927
2001-05-21,100.36545871918376
2001-05-22,100.58133414760132
2001-05-23,101.11821458311884
2001-05-24,101.04315891101889
2001-05-25,101.61251779307048
2001-05-26,101.83589305882657
2001-05-27,102.39655016613041
2001-05-28,102.73079424749083
2001-05-29,102.61323012511525
2001-05-30,102.00702014087545
2001-05-31,102.06613559032616
2001-06-01,101.8900601463591
2001-06-02,102.24770949117361
2001-06-03,102.32046638019551
2001-06-04,102.27843702933275
2001-06-05,102.66891761723262
2001-06-06,102.67880229797449
2001-06-07,102.44000922994188
2001-06-08,101.9424159247235
2001-06-09,103.41201181330992
2001-06-10,103.43534303663998
2001-06-11,103.61544134886567
2001-06-12,103.80899808607495
2001-06-13,103.5156252105031
2001-06-14,102.67491651712064
2001-06-15,102.82650125678188
2001-06-16,103.55761945830737
2001-06-17,104.00235157382902
2001-06-18,103.66927850911924
2001-06-19,103.47835505360861
2001-06-20,102.75018927242876
2001-06-21,102.96541835736468
2001-06-22,102.43590802631144
2001-06-23,102.87991532319703
2001-06-24,102.49651131949085
2001-06-25,102.53712704979479
2001-06-26,103.05206837354193
2001-06-27,103.27472458569171
2001-06-28,103.79799339949274
2001-06-29,103.67036954402367
2001-06-30,104.0729922362514
2001-07-01,103.97251337283014
2001-07-02,103.93080809468194
2001-07-03,103.7033922200647
2001-07-04,103.58315144345531
2001-07-05,103.48306990763254
2001-07-06,103.06595650010534
2001-07-07,103.17911479212354
2001-07-08,103.59196013218848
2001-07-09,103.82555711689778
2001-07-10,103.40174587312197
2001-07-11,103.3955385378343
2001-07-12,103.65954217579034
2001-07-13,103.3213639078655
2001-07-14,103.44824386844451
2001-07-15,103.40806530562551
2001-07-16,103.55128650832914
2001-07-17,104.01358236594909
2001-07-18,103.8150995464308
2001-07-19,103.12591153239478
2001-07-20,103.21557140387662
2001-07-21,102.51141786055756
2001-07-22,102.16757795425733
2001-07-23,102.34269120827726
2001-07-24,102.00818272253163
2001-07-25,101.64074088024084
2001-07-26,101.8256410860617
2001-07-27,101.95283318433586
2001-07-28,102.03647735069853
2001-07-29,100.04751980017166
2001-07-30,99.95423093395122
2001-07-31,100.0813524226877
2001-08-01,100.58145553306974
2001-08-02,100.26297473287373
2001-08-03,100.82898958876167
2001-08-04,100.95861552070538
2001-08-05,100.84645873405745
2001-08-06,101.17891308005895
2001-08-07,100.82150134579942
2001-08-08,100.71127569332536
2001-08-09,100.0880947588725
2001-08-10,100.57960278729088
2001-08-11,100.87906245675175
2001-08-12,101.12375284251338
2001-08-13,101.4809678220365
2001-08-14,101.3386770188994
2001-08-15,101.42496643711647
2001-08-16,102.57859163831343
2001-08-17,102.64462047261948
2001-08-18,102.61897694359266
2001-08-19,102.89969492771904
2001-08-20,102.84812724633854
2001-08-21,102.86150001751236
2001-08-22,103.05527778461409
2001-08-23,102.80766373694928
2001-08-24,102.84996258943866
2001-08-25,102.57936112371824
2001-08-26,101.60282151381614
2001-08-27,101.46745285832814
2001-08-28,101.72712103893208
2001-08-29,101.48631371156553
2001-08-30,102.15348846948136
2001-08-31,101.76632697739127
2001-09-01,101.91679412948909
2001-09-02,102.10191502852359
2001-09-03,101.94130286703142
2001-09-04,101.81600051059986
2001-09-05,102.37098226893697
2001-09-06,101.6849010675913
2001-09-07,101.8637808654265
2001-09-08,102.0804733050676
2001-09-09,102.24557535228116
2001-09-10,101.90583292099204
2001-09-11,102.33271049477919
2001-09-12,102.42864862515577
2001-09-13,102.22406340842274
2001-09-14,102.15250904166773
2001-09-15,102.3601999374816
2001-09-16,102.75870269740788
2001-09-17,102.839733900882
2001-09-18,102.06520704989563
2001-09-19,101.4764450378662
2001-09-20,101.59601486177993
2001-09-21,101.55523325124565
2001-09-22,101.59137427477106
2001-09-23,101.60949649314215
2001-09-24,101.69929219270621
2001-09-25,102.00424331011146
2001-09-26,102.12221470399425
2001-09-27,101.58564030044457
2001-09-28,101.88753637035897
2001-09-29,102.29014751692671
2001-09-30,101.99655647600146
2001-10-01,101.87179271668876
2001-10-02,102.02088584273592
2001-10-03,102.03076240430458
2001-10-04,101.9893398174892
2001-10-05,101.76174332082861
2001-10-06,101.55350577651771
2001-10-07,101.12003584095164
2001-10-08,101.04537441016559
2001-10-09,100.89626012240846
2001-10-10,100.98119503294836
2001-10-11,100.93405012665195
2001-10-12,100.6395101865656
2001-10-13,101.02793563894433
2001-10-14,100.84303992115069
2001-10-15,99.57285788688301
2001-10-16,99.75169202276602
2001-10-17,99.58534475395197
2001-10-18,99.65085256117668
2001-10-19,99.5151104112993
2001-10-20,99.15959821163696
2001-10-21,99.11370789793735
2001-10-22,99.30829286137944
2001-10-23,99.0504750699961
2001-10-24,99.10882809018706
2001-10-25,98.91427431690602
2001-10-26,98.94176728787093
2001-10-27,98.92902078627893
2001-10-28,100.0723667265307
2001-10-29,100.15866451108093
2001-10-30,100.3701742892783
2001-10-31,100.22891067158733
2001-11-01,99.7059192348901
2001-11-02,100.25617286178765
2001-11-03,99.40507903542638
2001-11-04,100.36789378547786
2001-11-05,100.13393116568714
2001-11-06,99.69993665728263
2001-11-07,99.29209431676736
2001-11-08,99.60659931206973
2001-11-09,99.53546688433875
2001-11-10,99.75431785902803
2001-11-11,100.56608893174771
2001-11-12,100.39191510862577
2001-11-13,100.35929002901666
2001-11-14,100.32261439741843
2001-11-15,99.58226190560548
2001-11-16,99.86622021160298
2001-11-17,98.83872065875454
2001-11-18,98.42956217224
2001-11-19,98.95024299218731
2001-11-20,98.16245468307116
2001-11-21,97.53710912865786
2001-11-22,96.98054879701866
2001-11-23,96.88657488431961
2001-11-24,95.90292013293737
2001-11-25,95.98051406035283
2001-11-26,95.61418147097717
2001-11-27,95.60126016234432
2001-11-28,95.67716174855182
2001-11-29,95.56263790654494
2001-11-30,95.80849296730896
2001-12-01,95.73976663013482
2001-12-02,96.13770853377746
2001-12-03,95.44734433099137
2001-12-04,95.30992912644577
2001-12-05,96.34753829214458
2001-12-06,96.3299988656044
2001-12-07,96.42386815243304
2001-12-08,96.35114789004527
2001-12-09,96.78907413046826
2001-12-10,96.90930939867106
2001-12-11,96.79628596714366
2001-12-12,96.8972137714158
2001-12-13,96.75843147413232
2001-12-14,96.91055737576548
2001-12-15,97.10584329852523
2001-12-16,97.32559604914356
2001-12-17,97.48520566335957
2001-12-18,96.86435698146477
2001-12-19,96.09734606100884
2001-12-20,95.99104732688485
2001-12-21,96.20300625263276
2001-12-22,95.90038217761453
2001-12-23,95.9569413970091
2001-12-24,95.75509181079464
2001-12-25,95.58669807579646
2001-12-26,95.45926972731652
2001-12-27,95.41448685083911
2001-12-28,95.54648034875221
2001-12-29,95.65518704451219
2001-12-30,95.74156098786241
2001-12-31,95.98523231608226
2002-01-01,96.16257232794166
2002-01-02,95.96822736115737
2002-01-03,95.69038403265738
2002-01-04,95.47548716494984
2002-01-05,95.36824768176896
2002-01-06,95.15836962682339
2002-01-07,94.5317314096411
2002-01-08,94.9814926579519
2002-01-09,95.28900926875896
2002-01-10,95.27603131163957
2002-01-11,95.64526848384823
2002-01-12,95.89130029628816
2002-01-13,95.92012485154528
2002-01-14,95.99805272522903
2002-01-15,95.94126727185663
2002-01-16,94.97134691533009
2002-01-17,94.66385090059505
2002-01-18,95.13963237924706
2002-01-19,95.47633586907325
2002-01-20,95.39237972156023
2002-01-21,94.97694849204687
2002-01-22,95.31863509658378
2002-01-23,95.0630330126444
2002-01-24,95.13283698314142
2002-01-25,94.93472888386441
2002-01-26,94.36066361656187
2002-01-27,94.2460261528037
2002-01-28,95.11866353856378
2002-01-29,95.11136014138079
2002-01-30,95.76165621685355
2002-01-31,95.96052532860155
2002-02-01,95.88285031945613
2002-02-02,95.9054080652755
2002-02-03,96.50090933062945
2002-02-04,96.5568939750333
2002-02-05,95.42706645703632
2002-02-06,95.35499868914583
2002-02-07,95.11112024243714
2002-02-08,95.11780254433012
2002-02-09,95.02781458386825
2002-02-10,94.88360211450825
2002-02-11,94.97262791127343
2002-02-12,95.0938425574296
2002-02-13,94.78569510430648
2002-02-14,94.7167748895191
2002-02-15,94.80949401794825
2002-02-16,94.64987318466727
2002-02-17,94.66060158511819
2002-02-18,95.35179069536235
2002-02-19,95.7161820029023
2002-02-20,95.2275298617587
2002-02-21,95.11443198391618
2002-02-22,94.99200755137716
2002-02-23,95.00678968358507
2002-02-24,96.22299874788067
2002-02-25,96.27913775750254
2002-02-26,96.42703336200312
2002-02-27,96.37833422205111
2002-02-28,96.8013769897347
2002-03-01,96.93263680340833
2002-03-02,96.82285765913554
2002-03-03,97.05585528672852
2002-03-04,96.69457554339992
2002-03-05,96.82586977380275
2002-03-06,96.66961248987673
2002-03-07,96.42100792211596
2002-03-08,96.69757425947527
2002-03-09,95.77756822585317
2002-03-10,95.30187238991178
2002-03-11,95.57573754552938
2002-03-12,95.24216889204155
2002-03-13,94.72144318989338
2002-03-14,94.60863845509121
2002-03-15,94.305888239715
2002-03-16,94.84191112914586
2002-03-17,95.1398667363275
2002-03-18,95.09068751106712
2002-03-19,94.8856701458687
2002-03-20,95.02816178856052
2002-03-21,95.17122965334444
2002-03-22,95.81890169306779
2002-03-23,95.53082152358456
2002-03-24,94.9775800702612
2002-03-25,95.85437456517887
2002-03-26,95.27619425324106
2002-03-27,95.60438696795791
2002-03-28,94.8354083879765
2002-03-29,95.08435532366352
2002-03-30,95.38149301382573
2002-03-31,96.45116633047505
2002-04-01,96.49194593190978
2002-04-02,96.70012076718592
2002-04-03,97.12870594743913
2002-04-04,97.39626010818895
2002-04-05,97.7147070985759
2002-04-06,97.99859233737921
2002-04-07,98.06844365709563
2002-04-08,97.94708320620002
2002-04-09,97.64297886506003
2002-04-10,97.9239183115524
2002-04-11,97.92231114794563
2002-04-12,98.11775261909301
2002-04-13,98.01092179059013
2002-04-14,97.99249315907346
2002-04-15,98.25486978045726
2002-04-16,98.89358755606153
2002-04-17,99.10684814251238
2002-04-18,98.71344124286658
2002-04-19,98.47656654343075
2002-04-20,98.58091027455256
2002-04-21,99.00641970235662
2002-04-22,99.03804119410276
2002-04-23,98.40217202868237
2002-04-24,99.00711641063847
2002-04-25,98.60700005594246
2002-04-26,98.443343807972
2002-04-27,98.49198142152827
2002-04-28,98.13491047209766
2002-04-29,98.00008991957796
2002-04-30,97.82235561844243
2002-05-01,97.64998726851309
2002-05-02,97.16331114999531
2002-05-03,96.71765130159605
2002-05-04,96.38803723664063
2002-05-05,96.04795367066805
2002-05-06,96.21625645157174
2002-05-07,96.15517512915737
2002-05-08,96.49284733519097
2002-05-09,95.71861489476386
2002-05-10,95.9547573786578
2002-05-11,96.05670547802218
2002-05-12,96.12675644287486
2002-05-13,96.52852546090726
2002-05-14,96.4540349677459
2002-05-15,96.42915074056458
2002-05-16,96.57691913285686
2002-05-17,96.52212443975294
2002-05-18,96.5993698598329
2002-05-19,96.04441170972373
2002-05-20,95.99380623478507
2002-05-21,96.20661040256917
2002-05-22,96.47143805501017
2002-05-23,96.32410478765956
2002-05-24,96.19497288216175
2002-05-25,96.26779661758835
2002-05-26,96.42105547557647
2002-05-27,96.59129659426063
2002-05-28,96.90726368630979
2002-05-29,96.91986875515403
2002-05-30,97.27987598948324
2002-05-31,96.93380146372013
2002-06-01,97.32055436746727
2002-06-02,97.80463213452761
2002-06-03,96.92848309970168
2002-06-04,97.32009663273632
2002-06-05,97.3218262076132
2002-06-06,97.98406218247531
2002-06-07,97.84717910873148
2002-06-08,98.00340380192893
2002-06-09,98.18256170254635
2002-06-10,97.3897390784973
2002-06-11,97.55131423837972
2002-06-12,97.85581666371407
2002-06-13,97.33267141171824
2002-06-14,96.80051762491335
2002-06-15,96.80431460355476
2002-06-16,96.99924520690716
2002-06-17,97.48065400068879
2002-06-18,96.9921724658911
2002-06-19,97.18663955338104
2002-06-20,97.54485354019728
2002-06-21,97.70728153029607
2002-06-22,97.51211802844689
2002-06-23,97.88422681509059
2002-06-24,97.69142260824236
2002-06-25,97.99893260120626
2002-06-26,97.52011494124224
2002-06-27,97.89367978072747
2002-06-28,97.54438572284214
2002-06-29,97.38481981558311
2002-06-30,97.0992082681445
2002-07-01,97.0553846173531
2002-07-02,96.9483564031987
2002-07-03,96.92704832869961
2002-07-04,97.30541407690953
2002-07-05,97.7251342619533
2002-07-06,97.71211789499908
2002-07-07,97.65675479363595
2002-07-08,97.3689572194818
2002-07-09,97.29641251728367
2002-07-10,97.09802047318648
2002-07-11,96.86143422313339
2002-07-12,97.21977552973405
2002-07-13,96.57744651687261
2002-07-14,96.05341632865662
2002-07-15,96.32822701222098
2002-07-16,95.96510277428858
2002-07-17,96.4206003112508
2002-07-18,96.8241594236791
2002-07-19,97.0164957032846
2002-07-20,96.62125277907889
2002-07-21,96.78967421436482
